DV,IV,Moderator,Transform,Term,Coefficient,StdErr,t-value,p-value,N_Obs,R_Squared,Adj_R_Squared,f_squared,f_squared_interp,Centering_Used,Path
dv1_healthcare_access,iv4_social_economic_factors,mo1_genai_capabilities,winsor,div_8,-15.394866,53.637336,-0.287018,0.774127,2109,0.297233,0.293209,0.000248,Negligible effect,True,iv4_social_economic_factors_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo1_genai_capabilities,winsor,div_9,-38.724237,56.435243,-0.686171,0.492681,2109,0.297233,0.293209,0.000248,Negligible effect,True,iv4_social_economic_factors_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,const,905.654036,59.294807,15.273750,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,iv4_social_economic_factors_centered,12.429993,2.781321,4.469098,0.000008,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,mo2_robotics_capabilities_centered,-22.282477,2.831494,-7.869511,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,iv4_social_economic_factors_x_mo2_robotics_capabilities,0.391135,0.824147,0.474594,0.635126,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,population,-0.000076,0.000024,-3.162319,0.001588,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_2,279.818460,70.178771,3.987224,0.000069,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_3,450.362659,63.305636,7.114101,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_4,351.677325,63.590676,5.530328,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_5,673.984782,64.841571,10.394331,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_6,247.600920,62.607428,3.954817,0.000079,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_7,592.425300,63.587746,9.316658,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_8,-20.932476,66.185631,-0.316269,0.751830,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,raw,div_9,-23.490334,69.682930,-0.337103,0.736073,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,const,-0.697502,0.122279,-5.704193,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,iv4_social_economic_factors_z_centered,0.089742,0.020081,4.469098,0.000008,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,mo2_robotics_capabilities_z_centered,-0.158124,0.020093,-7.869511,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,iv4_social_economic_factors_z_x_mo2_robotics_capabilities_z,0.009717,0.020475,0.474594,0.635126,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,population,-0.000000,0.000000,-3.162319,0.001588,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_2,0.577047,0.144724,3.987224,0.000069,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_3,0.928747,0.130550,7.114101,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_4,0.725236,0.131138,5.530328,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_5,1.389904,0.133718,10.394331,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_6,0.510607,0.129110,3.954817,0.000079,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_7,1.221711,0.131132,9.316658,0.000000,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_8,-0.043167,0.136489,-0.316269,0.751830,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,zscore,div_9,-0.048442,0.143701,-0.337103,0.736073,2109,0.278176,0.274043,0.000107,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,const,6.795625,0.047230,143.882176,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,iv4_social_economic_factors_log_centered,0.119321,0.030439,3.919954,0.000091,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,mo2_robotics_capabilities_log_centered,-0.070840,0.008391,-8.442583,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,iv4_social_economic_factors_log_x_mo2_robotics_capabilities_log,0.050318,0.031074,1.619315,0.105530,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,population,-0.000000,0.000000,-1.230219,0.218753,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_2,0.261123,0.055941,4.667847,0.000003,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_3,0.366707,0.050386,7.277973,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_4,0.302456,0.050637,5.972969,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_5,0.511848,0.051661,9.907823,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_6,0.197479,0.049921,3.955847,0.000079,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_7,0.464162,0.050689,9.157031,0.000000,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_8,-0.086816,0.052702,-1.647305,0.099645,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,log,div_9,-0.076532,0.055519,-1.378482,0.168202,2109,0.297983,0.293964,0.001251,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,const,904.252315,47.098973,19.198982,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,iv4_social_economic_factors_win_centered,13.148934,2.607805,5.042146,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,mo2_robotics_capabilities_win_centered,-21.020277,2.325959,-9.037252,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,iv4_social_economic_factors_win_x_mo2_robotics_capabilities_win,-0.025923,0.773341,-0.033521,0.973262,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,population,-0.000070,0.000019,-3.662645,0.000256,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_2,274.458300,55.751071,4.922924,0.000001,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_3,419.233954,50.265973,8.340313,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_4,345.958766,50.511496,6.849110,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_5,591.162175,51.508113,11.477069,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_6,240.270106,49.736726,4.830839,0.000001,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_7,538.337054,50.494892,10.661218,0.000000,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_8,6.576616,52.534549,0.125186,0.900388,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv4_social_economic_factors,mo2_robotics_capabilities,winsor,div_9,-9.330700,55.352833,-0.168568,0.866153,2109,0.318962,0.315062,0.000001,Negligible effect,True,iv4_social_economic_factors_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,const,3694.098403,204.489148,18.065009,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,iv1_public_health_policy,97.736668,68.491880,1.426982,0.153734,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,mo1_genai_capabilities_centered,-143.923557,46.609467,-3.087861,0.002042,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,iv1_public_health_policy_x_mo1_genai_capabilities,-1.512710,61.301712,-0.024676,0.980315,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,population,-0.000569,0.000076,-7.525344,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_2,290.191545,227.144382,1.277564,0.201545,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_3,1749.771891,210.771779,8.301737,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_4,593.015515,206.511367,2.871588,0.004125,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_5,2532.296198,216.417455,11.700979,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_6,299.878024,207.424734,1.445720,0.148405,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_7,1858.936813,211.915279,8.772075,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_8,1027.874407,216.481868,4.748085,0.000002,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,raw,div_9,314.514852,226.542469,1.388326,0.165185,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,const,-0.653051,0.122685,-5.322970,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,iv1_public_health_policy_z,0.030649,0.021478,1.426982,0.153734,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,mo1_genai_capabilities_z_centered,-0.089083,0.018787,-4.741608,0.000002,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,iv1_public_health_policy_z_x_mo1_genai_capabilities_z,-0.000465,0.018839,-0.024676,0.980315,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,population,-0.000000,0.000000,-7.525344,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_2,0.182269,0.142669,1.277564,0.201545,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_3,1.099027,0.132385,8.301737,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_4,0.372472,0.129709,2.871588,0.004125,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_5,1.590529,0.135931,11.700979,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_6,0.188353,0.130283,1.445720,0.148405,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_7,1.167593,0.133103,8.772075,0.000000,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_8,0.645605,0.135972,4.748085,0.000002,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,zscore,div_9,0.197546,0.142291,1.388326,0.165185,2109,0.295038,0.291002,0.000000,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,const,8.201261,0.041985,195.338524,0.000000,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,iv1_public_health_policy_log,0.011579,0.020296,0.570512,0.568392,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,mo1_genai_capabilities_log_centered,-0.061560,0.021890,-2.812262,0.004965,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,iv1_public_health_policy_log_x_mo1_genai_capabilities_log,-0.019264,0.040972,-0.470164,0.638287,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,population,-0.000000,0.000000,-7.887710,0.000000,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_2,0.076823,0.046609,1.648259,0.099449,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_3,0.363183,0.043269,8.393696,0.000000,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_4,0.147012,0.042380,3.468933,0.000533,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_5,0.513560,0.044445,11.554901,0.000000,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_6,0.047119,0.042582,1.106547,0.268617,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_7,0.395861,0.043503,9.099727,0.000000,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_8,0.189845,0.044440,4.271934,0.000020,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,log,div_9,0.067523,0.046475,1.452885,0.146405,2109,0.306973,0.303005,0.000105,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,const,3755.670531,171.517677,21.896697,0.000000,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,iv1_public_health_policy_win,42.150167,57.479463,0.733308,0.463452,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,mo1_genai_capabilities_win_centered,-176.097687,55.483444,-3.173878,0.001526,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,iv1_public_health_policy_win_x_mo1_genai_capabilities_win,8.381226,71.536781,0.117160,0.906745,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,population,-0.000510,0.000064,-8.010872,0.000000,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_2,295.244102,190.446131,1.550276,0.121226,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_3,1608.647130,176.760647,9.100709,0.000000,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_4,566.109300,173.147885,3.269513,0.001095,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_5,2336.397210,181.543824,12.869604,0.000000,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_6,248.993816,173.954150,1.431376,0.152472,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
dv2_healthcare_quality,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_7,1774.031979,177.703901,9.983078,0.000000,2109,0.345391,0.341643,0.000007,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv2_healthcare_quality
