Family,Outcome,Treatment,Moderator,N,Beta,p,CI_lower,CI_upper,q,Pass_Conservative
Direct NCO,traffic_volume_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3102,0.0643342591605832,0.15253981612465886,-0.02380447436972756,0.15247299269089398,0.6279707091390803,True
Direct NCO,traffic_volume_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3102,0.06177991589725783,0.12266281933781216,-0.01665954151699295,0.1402193733115086,0.5613610175891516,True
Direct NCO,traffic_volume_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3102,0.08953482639914864,0.16591885499057835,-0.03712919595167602,0.2161988487499733,0.6387875917137267,True
Direct NCO,traffic_volume_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3102,0.09333302745992145,0.12393684803916333,-0.02557139431552534,0.21223744923536825,0.5613610175891516,True
Direct NCO,traffic_volume_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3102,0.04267504836945364,0.42625168665349733,-0.062452187661969805,0.1478022844008771,0.8947671232836913,True
Direct NCO,traffic_volume_raw_value,mo2_robotics_composite_score_c,MO2,3104,0.6497717562307818,0.07468171929365242,-0.06472506180811533,1.364268574269679,0.4449863133977432,False
Direct NCO,voter_turnout_raw_value,mo1_genai_composite_score_c,MO1,3104,0.0005736112181204053,0.8144570378619657,-0.004216983938578846,0.005364206374819657,0.9323384059933857,True
Direct NCO,voter_turnout_raw_value,mo11_ai_automate_routine_tasks_pct_c,MO11,3104,5.992941338373611e-05,0.5270087282704616,-0.0001257541567380783,0.0002456129835055505,0.9323384059933857,True
Direct NCO,voter_turnout_raw_value,mo12_ai_optimize_workflows_pct_c,MO12,3104,3.234703489105972e-05,0.7270847050365374,-0.0001493088655165599,0.00021400293529867935,0.9323384059933857,True
Direct NCO,voter_turnout_raw_value,mo13_ai_predict_patient_demand_pct_c,MO13,3104,0.00010911936577507188,0.24647987220096967,-7.541967687156736e-05,0.0002936584084217111,0.7299596215182563,True
Direct NCO,voter_turnout_raw_value,mo14_ai_predict_staff_needs_pct_c,MO14,3104,9.85265074126742e-05,0.2552450469020008,-7.120902113230167e-05,0.00026826203595765007,0.7327802329488445,True
Direct NCO,voter_turnout_raw_value,mo15_ai_staff_scheduling_pct_c,MO15,3104,4.887071409915753e-05,0.6024802078066369,-0.00013503482339224365,0.0002327762515905587,0.9323384059933857,True
Direct NCO,voter_turnout_raw_value,mo2_robotics_composite_score_c,MO2,3104,0.0025393759528914662,0.0003537517204048973,0.0011461631537833313,0.003932588751999601,0.013619441235588546,False
